,CO,NO2,O3,PM10,PM25,SO2
33579,0.4993489404255,30.49534754695,40.60157633,15.877989333333002,6.98530345,31.095850112333004
33578,0.546090554867,37.85496249095,26.41546273275,19.621613,9.43939345,30.6994701075
33577,0.4912027442465,21.000985205072,21.533531216750003,17.704105833333003,9.3938204,30.362230006666998
33576,0.4860448175,22.341343841648,18.19301443925,21.7416795,13.311237583333002,30.821857593
33615,0.4848912422695,7.51929101957,14.437703978250001,21.976767833333,16.717430666667,31.461272298333
33614,0.4959917724025,9.573798830071699,23.481151296750003,21.712699333333003,16.952784833333,36.504921065833
33613,0.490461733883,12.220508885842,31.258047695,17.943703833333,13.171446566666999,54.042257137667
33612,0.5106274323315,14.643829166666999,42.5422661125,17.7806455,12.561204533333001,51.7800364185
33611,0.466780725,10.81187033586,41.4865792775,16.428434,10.93760375,40.685683713167
33610,0.462873034415,9.3049300547133,50.386218085,14.494092000000002,10.085415516667,55.74953395533301
33609,0.433938199805,10.518293013782001,67.3379016625,10.743374383333002,5.93853395,78.82801823549998
33608,0.4695695688475,13.075468573548,74.1264417775,15.756356583333002,10.78264285,38.235575916666996
33607,0.490597635,16.421449075753,71.6911565825,19.362835,14.551052666667,33.654179121999995
33606,0.509915563883,23.378560911199997,58.839477305,21.2964535,15.60838195,32.994274850833
33605,0.6906514083865,44.370778434767,14.345157956500001,20.304511333333,15.104840166667,30.846674533833
33604,0.562470338023,20.31234040803,18.2312529035,22.399025333333,16.9600805,32.006487373167
33603,0.5671590702305,23.414959221702,12.89102490025,25.678122833333003,19.456736,31.265432171500002
33602,0.5317072841135,19.215877637312,15.183335195,21.696525783333,16.200959066667,30.704390000000004
33601,0.5691749995745,25.806348680127,15.47621200125,16.9766535,13.423633166666999,30.637665872
33600,0.6253312600975,34.034476080807,9.965024867,21.098102166666997,17.186602333333003,30.674356686
33639,0.545838155984,10.843486045663,21.959684663,28.044703,22.542574833333003,32.231915205333
33638,0.491654144938,13.273400257993,30.8271838875,28.105910499999997,21.79779,40.7084301715
33637,0.5298482862145,15.272912034087,33.9654306075,26.879179666667,18.632391,44.332440740333006
33636,0.595110199211,28.31942188405,32.4046184175,32.329991833333004,19.426396333333003,39.637942341167005
33635,0.577241934016,31.040256017778002,45.7265088875,32.182805666667,16.913933633333002,37.742774007833
33634,0.5087991994415,17.15127411448,82.3040006425,33.218760333333,19.920465883333,32.298823968
33633,0.5008681680585,24.520190439085003,68.72082336,32.212628666667,13.245886683333001,30.530777490332998
33632,0.571786307367,36.857066005467,29.37692944375,31.066404666666998,19.049907833333002,32.4935198925
33631,0.5554874206915,29.325022574283,24.97407456775,18.7149275,10.259066416667,30.945798495166997
33630,0.549480091578,34.574870777150004,32.680316977,14.3375267,5.76136275,30.9671016075
33629,0.5967879639095,38.501895068817,21.72776578,15.696953283333,7.633501783333299,30.8252249565
33628,0.557951500656,16.202528797455003,15.09688516175,13.482609716667,8.6285532333333,30.088940519333
33627,0.4724591731915,9.01374395328,18.52052647375,13.224191833333002,8.74517425,29.009722931167
33626,0.4647303762145,6.9220411413083,20.95414963425,15.89284,11.33719905,29.927754899167
33625,0.457406077172,9.68671288552,16.4986503325,16.9134025,12.040187833333,29.796269274167
33624,0.5134830720745,13.558741621003001,14.147597794749998,19.654139666667,13.686125666667,30.042522210166997
33663,0.5601987966135,21.897923929622003,18.372841445,22.198328833333,15.738252833333002,30.334603156999997
33662,0.5830178906915,21.930601203280002,24.09045628325,24.368782,16.758075166667,31.344177969167
33661,0.5046071825355,19.193826873852,39.1457806075,25.389103,17.095840333333,30.523566086333
33660,0.480545522633,17.105842484427,50.141,24.232959166666998,16.350543166667,29.684312759667
33659,0.50614905,18.183974157616998,50.186441445,24.346955666667,15.968870166667,29.8280779215
33658,0.5097942143085,16.987348404033,50.8104338875,23.3106415,14.736479999999998,30.178963678167
33657,0.5038483783245,17.582739198548,59.994360195,20.592751666667,13.018789166666998,30.181038155167
33656,0.503709229078,18.105067734012998,69.35673094,22.030338666667,13.143668,29.950723274167
33655,0.5418079417465,24.478743857957,66.7072575575,23.428906666667,14.022482166666999,30.555706277167
33654,0.5488911783245,21.29535905871,69.4279394725,22.593951166666997,13.5268125,30.069301338167
33653,0.5773875484575,24.240693431918,66.093796055,23.1201655,12.794189333333001,30.388751711332997
33652,0.4978297244415,16.724324526507,69.8172397825,21.388205,12.1531597,30.149414586333
33651,0.500188645,19.431078345323,63.014569647749994,18.443944666666997,10.205556683333,30.2292295785
33650,0.557511440266,25.932281741685,55.0040894725,17.352313666666998,9.589681716666702,30.020220916667
33649,0.4552655637145,11.59111119276,54.58458586,14.851775333333,8.41886685,29.480777450500003
33648,0.4619006477305,11.7688513569,39.4015269725,18.207653,12.523504583333,30.0607575465
33687,0.5057898705585,5.5612253782617,11.52916049425,14.621917833333,10.364549983333,30.335860536833
33686,0.5372259862145,7.766373904355,9.38425805625,18.349187833333,13.395278666666998,30.0739260815
33684,0.54044592284,6.313101358985701,13.47539391625,23.737228166667,17.429700166667,31.174964291667
33683,0.5046411510195,17.718768099963,33.7958549425,26.591782333333,18.922534666666998,31.825254689
33682,0.4786865325,12.056318015573002,51.724809885,21.509536166666997,14.991099666667,30.088127416667
33681,0.464623591773,9.9191833503767,70.0843509975,17.447911833333002,11.093588433333002,29.452743161833
33680,0.444881782961,9.323262172455,79.96126216749998,15.275656,8.7017132166667,30.498489503000002
33679,0.4451843288475,9.4276743119717,84.965664805,13.692565333333,7.0484782,30.354982652167
33678,0.4658710191135,13.723463863010002,84.41620922,14.351474833333,6.3858144666667,30.466273416667
33677,0.4466242733865,14.55849750905,90.6979644725,12.194551416666998,3.7182615,30.043411208333
33676,0.449570497695,19.300363830807,75.95990263749998,14.63508525,4.6333687,29.654278558
33675,0.4976954503015,24.397179842383,61.2171292775,19.569483166667,7.0427816333333,30.038379469833004
33674,0.5544665178635,40.3380128569,41.1219371675,22.300542,8.9231134,31.075325039833
33673,0.516812730984,26.30024938552,52.382603945,23.418385166666997,8.968366299999998,30.0657879535
33672,0.5157546231915,23.730853901737,48.5128568925,22.749914833333,9.6386475666667,30.5641391105
33710,0.48601407967200005,17.902086280503,43.1571151375,16.5505475,10.300670683333,32.2907217905
33709,0.511073990922,20.481314580393,51.9963503325,17.7510635,8.7342289833333,33.160229016333
33708,0.5129847433865,18.576649742420003,60.0253947475,21.287134333333,10.816438716667,34.2063455145
33707,0.5023582731915,16.957858595645,81.535649335,19.52415,9.033717350000002,34.039686097833
33706,0.4899973950355,19.864935223907,96.3169384975,18.309984833333,8.0757254666667,33.008993695667
33705,0.5006982906915,19.923917327453,103.6746088875,20.166464666667,9.0294929,32.164527102666995
33704,0.503948689805,19.555151047867998,102.9328579125,18.9794175,8.8313275,31.418737974667
33703,0.5149294895745,22.715155809445,90.6774598625,21.267834833333,9.2788640166667,30.918132144333
33702,0.501489453883,16.5561495,91.336919415,19.876722666667,8.133908133333302,30.312966281999998
33701,0.4886739327305,16.809608877527,91.51231117,21.2525025,10.97536815,32.3996864245
33700,0.493927299734,16.997710328279997,85.248289805,20.286173333333,10.177009733333,31.077838911833002
33699,0.511654817828,20.582007245268,80.025544725,20.477430833333003,11.109526783333001,30.672952397333002
33698,0.48943759651600005,14.769713200018,70.2899470525,20.4661885,10.238840583333,30.954343174499996
33697,0.497386412039,12.185438638047,61.7311184175,23.508513333333003,11.993143083333,31.067372434166998
33696,0.4947621505585,11.919226625735,71.03280492,28.072420833333002,10.972487483333001,30.965733713167
33695,0.4644165075,18.813902999265,58.97247664,18.734647433333002,7.423302983333299,29.998805958333
33734,0.545519435461,35.264311181183,38.99587664,16.93655,5.8030954,30.429547096
33733,0.4768631397695,21.098224160878,61.24760789,11.698339783333001,3.2100463,31.107870894333
33732,0.4664809724025,22.280503642687002,64.250638165,12.550731566666999,3.0651986333333,30.582632757833
33731,0.43539269782799994,11.960407090592,77.73351117,10.033779233333,2.5076341,29.909041998166998
33730,0.424945820266,9.1898903529033,84.2906894725,8.801758299999998,1.6352193483333,29.8098789795
33729,0.425319559016,8.8811695898567,91.54750164,7.3463125666667,0.4813661745,28.968632841167
33728,0.4205952429965,9.8814569452867,96.7284072475,4.7344829,-0.49384366766667,28.712909833333
33727,0.4282722368705,9.080429847115,99.9630749775,4.7986962833333,-0.58025302816667,29.262004899167
33726,0.39658211476949995,7.4483544387633,100.01904703,5.0992613166667,-0.49441972883333,29.734539602667
33725,0.421580552305,10.45692121991,96.0847404475,6.8691605166667,0.0297331615,30.136134649166998
33724,0.42035901875,9.666786939498301,96.4280466975,6.3107800166667,0.23186711211667,30.254564916667
33723,0.4327328486525,15.250860824282999,91.789950665,10.84943535,2.0987576016667,30.450960722833
33722,0.5313076496365,37.205906466557,62.807864805,16.815698166666998,4.4729032833333,29.683831644333
33721,0.529594281711,36.868489844267,56.5141934175,14.530708166666999,5.8171130333333,32.9601360785
33720,0.51143478375,32.122373887633,54.04094969,16.4301175,7.253620383333301,31.722690575500003
33719,0.513114177367,26.328145907617003,53.6995822475,17.751966666666995,8.0867988,31.918864908832997
33758,0.483922125071,15.502460799247,52.0556450575,15.460902166667,8.9306661,30.788162654
33757,0.469671495656,16.201466372795,58.5028193925,14.204410500000002,6.5625375333333,29.991888815833
33756,0.452581449672,11.244566797133,71.9441345525,13.015437933333,5.5291457333333,28.410769581533
33755,0.44703037853,9.7515391217383,76.7631674425,12.358933666667,4.8785152833333,28.3682372995
33754,0.428783501773,8.2028871315233,78.65813947249998,11.588432283333,3.7353514166667,28.297481833333002
33753,0.428647596773,8.4207453996233,84.6470177525,11.595707066666998,4.34712965,28.581646568832998
33752,0.4254311855585,8.7214953634233,86.61652697249998,11.576646833333001,4.5123315666667,28.4849272965
33751,0.4383340683865,9.909087701810002,85.6813693925,12.4125047,4.7508214833333,28.509707399167
33750,0.4408337574025,8.047729772096702,89.52617961,10.698401433333,3.8794951,28.527499789833
33749,0.4458039896365,11.36448553009,87.07038947249998,10.320876333333,3.2458262333333,29.0282538605
33748,0.443335055922,13.915285043457999,82.47828816499998,11.126551683333002,3.059438,28.775564009667
33747,0.4409308401685,14.601272152885,80.30650921999998,11.303258633333002,3.1778508333332995,29.442498600833
33746,0.476131836906,22.07433440509,67.163058865,14.767541233333,5.3723286666667,32.0466525145
33745,0.5505996925,38.81327182975,38.543399601,20.1442775,9.57201595,34.948473461332995
33744,0.548905749282,48.814815918549996,20.13703234725,23.037432833333,12.61240895,32.690136727667
33743,0.5864640609575,47.18407058145,14.743880352249999,28.745580166667,16.5665025,31.323020434167
33782,0.5237875755585,20.134600722115,25.36642583125,21.393436166666998,14.3720245,29.868281676332998
33781,0.5198058891135,21.41597735079,29.732980585,20.872573166667,12.555059,31.103433004833
33780,0.472580515,13.085564158352001,40.43477172,18.089808,11.17065335,32.319795980667
33779,0.4551199589805,11.956156339857,50.9667095525,15.192804666667,8.535423333333299,33.924287655833
33778,0.475078584805,16.355826563028,61.7978963875,16.2983835,8.420466983333299,34.532194189
33777,0.4493860649025,13.847005225697998,82.943511525,21.561244,11.933296166666999,39.085996977667
33776,0.446392922305,10.716225208333,88.46411874999998,19.497574,11.498560516666998,35.8543723575
33775,0.4421280855585,11.3193198569,89.83928355499998,18.182039166667,10.3506601,34.349370806167
33774,0.460942845594,17.219022432975,88.04406185749998,40.721337166667,13.6510497,35.140984838167
33773,0.570828511055,30.11940645769,38.3516591535,23.427163,16.960465833333,30.6643717675
33772,0.59334666875,30.0471426431,22.6097232935,26.790495833333,22.7340195,29.635565656999997
33771,0.60893691375,37.73992259785,23.64213576025,28.412909,22.062715,34.641486815833
33770,0.770629879734,62.068025708332996,6.96504365025,38.132776,24.419193833333,36.786423245167
33769,0.69846110961,46.35435020645001,8.87414786125,30.636992333333,22.314198333333,30.831770166667
33768,0.520226551977,22.82647673801,43.623999301750004,19.355919,12.287959166667,30.539209879833003
33767,0.448065850727,12.753198006522998,58.99547766,16.621134833333002,11.733147,30.233705193833
33806,0.6174293628635,7.438789619946701,8.12297509975,19.369447833333002,14.598032666666999,27.435336559767
33805,0.5526916568085,8.5562424191933,9.34989990025,22.786772333333,17.581844,27.554839439283
33804,0.5040651623315,10.265099401828001,19.001544381749998,22.7334415,16.534499333333002,29.289263810999998
33803,0.507569579539,17.862501397418,41.3003786125,17.1575695,10.629730183333,28.293488221
33802,0.4824643672695,15.756982824605,56.978031915,13.880156666666998,6.7648635666667,28.015683617167
33801,0.4521785864805,16.621242075662,72.39079211,13.107129566666998,4.5077230333333,27.661948894333
33800,0.459688958883,17.501972989802,76.08597466749998,12.728822116666999,4.18839245,27.7197957343
33799,0.456305887367,17.142507006845,83.016108245,16.0246939,5.1684028166667,27.900806235500003
33798,0.4695113199645,21.189352995268,82.1679542775,16.81497735,5.7628991166667,28.785068256667
33797,0.493331915461,24.582092074375,81.54174406,19.907686166667,6.4381082833333,28.722376798333002
33796,0.4992858533245,27.756710754318,82.954316445,19.352612666667,7.7814219,28.527757213167
33795,0.56032175375,39.867491424017,61.8339174425,17.868667833333003,8.4258433666667,28.782740794667
33794,0.5942899290515,47.658575947399996,49.9653292775,18.507736,9.1472023666667,28.8014541395
33793,0.606715523227,47.340288835217,45.0698213875,19.682999833333,10.98644095,29.243253384667
33792,0.602898856516,43.863858340683,44.884452305,20.178789666666997,12.122372833333001,29.169652503000002
33791,0.5172156019415,32.957407023567,44.9950075575,19.954162666667,12.466089666667,29.114246568833
33830,0.6827284885905,10.278117834068,2.888039542325,24.8066125,18.949929166666998,28.395495323667003
33829,0.7897666200709998,11.659994768132998,1.8193292385975,25.142529833333,17.5317915,30.781541548333003
33828,0.69615717039,20.83652876052,18.64438332225,21.5654536,11.885610783333002,30.038343963167
33827,0.4858539039805,16.303487801773,47.4732417775,11.424891383333001,5.86025365,27.960390416667
33826,0.458032207039,9.44441234638,62.275586835,11.17874035,5.0114576833333,27.634913230667
33825,0.4744621604965,11.578624100376999,73.88676413999998,11.9551944,4.6394493833333,27.8294218575
33824,0.4811538470035,15.789660767778,74.97071280999998,12.9621069,5.39165885,27.842810977666996
33823,0.471600053617,12.104671791666998,84.71296547,14.057885616666999,5.4011958833333,28.009583128000003
33822,0.4738910275,12.286928822813001,88.88500722499998,14.63346175,5.4220622833333,27.824837503
33821,0.4872064810195,18.43132213846,86.6123707225,16.107185666667,5.85788545,28.318638480667
33820,0.5136270614805,20.764794755467,85.57330788999998,13.64524695,5.7818450666667,28.03587759
33819,0.520496738883,25.661288085124998,79.6711552525,13.733691166666999,6.0390248833333,27.582799119567
33818,0.7094273364805,61.983008780733,33.9216496675,19.736270333333,8.9561410833333,28.6706715465
33817,0.6518618653635,55.2416290888,28.30489278575,21.552106,10.2782682,28.648775472832998
33816,0.5774830003635,28.567034992832998,35.0155753325,18.135502166667,10.1492308,28.676478218000003
33815,0.58004417086,26.362684401093002,31.4292848625,17.524332333333,9.8997311333333,27.973299309167
33854,0.482250804211,6.6887736666667,25.670108688000003,12.243433916667,7.660384666666701,30.070301294667
33853,0.495684365,11.014850545985,34.539824025,11.872100516666999,6.0248793,32.868890602667
33852,0.498575580789,12.26673695181,48.4333341975,10.4965614,5.04198895,30.8688662005
33851,0.5093444386525,14.236758281882,57.94006414,10.245478516667,5.3830179333333,30.001505352667
33850,0.522737544406,14.988367999678,64.78402336,9.757926,4.65737135,29.441461362333
33849,0.5363199619415,17.424393799982,57.8405917775,10.172487933333,4.7421807,29.5780142325
33848,0.550894148156,14.777949031560002,34.203999025,8.07075865,3.7882849333333,29.436693260833
33847,0.5513309992465,15.614311250413001,24.690897185500003,12.66082055,8.8882938166667,29.241367980667
33846,0.6172902155585,22.333904669193,22.22734812725,12.908234433333002,9.147585983333299,29.447120681167
33845,0.5712459199645,16.523469388873,23.42130056525,12.44022195,8.65038035,27.387808800416998
33844,0.5576068863475,14.803454747473,31.04025953,11.155951933333002,6.9410745833333,29.583119780483
33843,0.5474593065425,14.472151275358,31.9998,10.095287316667,5.4058683833333,31.8742605465
33842,0.5141755391135,10.142886580072,27.706670689250004,11.116630033333001,6.3068299666667,30.805214286833
33841,0.574315107234,11.853072390573,11.368452039000001,17.905945,12.0675819,29.210483838167
33840,0.7868139072694998,25.513038111953,2.2172209486,27.148058833333,20.952578833333,28.876608881667
33839,0.717487797961,23.689673691933,1.489045885425,19.651253166666997,13.036903333333,28.259719161833
33878,0.52019094875,10.437791805448,17.571239738499997,7.689145583333299,3.7986542,30.0543583575
33877,0.517152505133,9.020120669193298,15.75772937725,7.6783230833333,4.00757285,29.667004147333003
33876,0.5443140843085,6.1125127329567,17.243172927750003,7.5560288166667,3.8737344166667,29.815132190833
33875,0.4780604045745,9.139942461595,34.8551447475,8.414793983333299,4.2364615666667,34.045826088167
33874,0.489691595195,12.681198586594999,44.323635195,11.098773783333002,5.5797752833333,56.107042593
33873,0.4816942402305,13.090612365215001,47.5001190825,11.874145716666998,6.6077905333333,91.07045992266701
33872,0.517393573422,13.946900721379997,55.03789375,9.41322955,3.7428400433333,56.629729131667006
33871,0.49863220657799995,14.717108896362,62.174175,6.5525426833333,1.4645769075167,37.3646661775
33870,0.5098540746365,16.677299546398,65.7269378325,7.898079816666699,2.3856368166667,39.481416527167
33869,0.5047285185195,16.471131584068,61.82532531,7.300136816666701,2.0197091783333,33.0422070755
33868,0.4993165911525,16.25460223948,61.8768638075,9.4813516666667,2.4216086666667,31.465526884667
33867,0.4791897052305,13.437325267042999,65.135086835,8.563483149999998,2.4574525666667,30.818123623167
33866,0.5343266937855,22.06450401199,45.812681915,9.5795960833333,3.7903332,31.408495189
33865,0.5726405693085,29.977001701167,28.74905798975,11.675733516666998,5.7298075666667,30.519791727667
33864,0.607207351773,22.342407637220003,21.7466078235,14.763271433333001,8.9098641833333,29.588186448667003
33863,0.519005010656,15.546828984426998,20.36036056075,11.455795866667,7.0418215666667,29.367453929333
33902,0.513897258094,30.452835576167,,8.124691099999998,3.4432876166667,29.588000926333
33901,0.550947554938,35.77412775366701,,8.7823379166667,4.0736279833333,29.8607369535
33900,0.49035524049,31.887244045433,,10.72233095,5.0817372833333,31.856248902167
33899,0.496229596445,27.968193039783,,13.374324666666999,6.1574377666667,32.544226519333
33898,0.49413603039899995,25.725848300717,,15.361275333333001,6.0702602833333,32.932581573667
33897,0.5169777720745,26.389253498117,,16.554515666666997,6.547688,31.581107742167
33896,0.521103445984,23.911515574282998,,21.633935833333002,7.42055065,31.803359059167
33895,0.4790311545745,27.440019032617002,,27.716900833333,8.9629901166667,40.984198911833
33894,0.4806247960195,28.709706407617002,,29.539231,8.67707065,54.177217533833
33893,0.4883244704965,27.24129040215,,28.657376333333,8.85174585,51.933750992167
33892,0.535383182367,31.450466806182998,,30.817007166667,9.6198927666667,34.786065968
33891,0.5409892694415,29.857977556183,,33.229040833333,12.1565519,35.527640010833004
33890,0.630626695523,38.8812859457,,38.1901355,17.0004695,34.840103120167
33889,0.767860019344,64.881849641217,,36.232704833333,15.954852333333001,42.412082003061
33888,0.8078371099644998,56.18479686765,133.59574491491998,34.582514833333,16.3721135,32.910797346
33887,0.72305828375,44.005733989067004,4.4834853679,31.399799166666998,14.790501833333002,32.1638990785
33926,0.533359164734,34.752345175717004,,12.3187695,7.1628586166667,33.183052257833
33925,0.5098411364805,35.93223114140001,,9.953513083333299,4.1848081333333,38.025234867167
33924,0.4880251475,34.583903172133,,8.6723093833333,2.7385711,76.29953657366701
33922,0.47922691407799994,28.789942998117,,5.7191501,0.71467147856333,47.997615963167
33921,0.47695374375,27.108185719083,,6.2543225833333,0.470933053,33.1942590495
33920,0.47416445088650006,27.049733233783,,5.0630058666667,-0.14046130966667003,29.882005003000003
33919,0.479348265594,26.843566610483,,4.6636555833333,-0.25298554115,29.868947426332998
33918,0.465490797695,28.009904461917,,4.9191867833333,-0.331906077,29.400332658832998
33917,0.487502565594,28.9368629638,,5.4043356333333,-0.26559490923333,29.413906413667
33916,0.497250510922,32.5942206414,,7.7721181,0.38349956628333,29.543616261500002
33915,0.500373079734,32.7639905164,,10.288769583333,1.3377791345,29.579308894333
33914,0.5121579925,35.964379976433,,12.159138699999998,3.2994001333333,29.500492527167
33913,0.4963865531295,35.397949563350004,,12.762431616667,3.93665315,30.118604120167
33912,0.4816424681915,30.00277388405,,13.21547315,4.4647104833333,30.033537692
33911,0.494639193422,29.008864200983,,13.551692433333,5.0425651,31.015960556167002
33949,0.572554819078,35.076475878583004,,13.823999166666999,9.314259783333299,28.642784166667
33948,0.5413824231915,32.31339640045,,16.0882465,11.3927575,28.933678747
33947,0.5128213428635,28.8111969112,,17.857124166667,13.382797,28.548801570667
33946,0.7327172365424998,36.479266661383,,17.9539245,13.877506166666999,29.848827129833
33945,0.613214686711,32.964314824283,,17.001967,12.121988433333001,29.326472134667
33944,0.527306557899,29.050043836917,,15.9639075,12.401698666666999,28.7270392675
33943,0.483127717633,27.063018961917,,15.378110666666998,11.941808666666999,28.562819158832998
33942,0.483703686906,28.610074924017,,14.454951166667,10.732973916667,28.592667394333
33941,0.4719333489805,27.111904715500003,,13.513753833333,9.813322166666701,28.388170742167002
33940,0.479091016844,23.924002985482996,,10.9958396,7.233586266666701,27.978255285317
33939,0.465364596312,23.057087864067,,8.5578918666667,4.5686577,31.580699859333
33938,0.4901834489805,30.37950806165,,8.7029732,4.2936839333333,60.470480382833
33937,0.4638049330585,31.922845983783002,,11.16851825,5.3800094833333,63.899869147333
33936,0.6756533208865,61.866372891400005,,20.930052166667,13.018597733333001,43.010001153999994
33935,0.7781467289804997,72.38280812858298,,26.813343333333002,20.006235833333,33.775273277167
33934,0.6763199193795,62.182798433067,,24.872148333333,19.16128,33.877058907
33973,0.57767391,26.118814855,,19.560765666667,13.4327865,29.752885009667
33972,0.57442219049,29.986832094267,,20.886521833333003,13.690541833333,30.971762745167
33971,0.546935107367,29.414823345967,,21.672716666667,15.650627166666998,30.242654649166997
33970,0.5072589414805,25.881803530733,,20.819422166667,15.901407,29.9952903545
33969,0.532029252766,39.203289822582995,,17.6624995,12.810255333333002,29.709982304333
33968,0.504474490718,36.848830014517,,13.8399315,8.658700333333298,29.414942320667
33967,0.521228024273,34.715149791666995,,17.698634166667,9.3323736333333,29.485031593000002
33966,0.5290862591135,32.736891099733,,19.2306785,11.220578866667,30.223015024166997
33965,0.540500654078,32.306223344267,,24.892831166666998,13.2727695,30.077809179333
33964,0.5649554599645,34.74410886595,,21.040080333333,14.249323666667,30.0434480465
33963,0.647478919406,41.81838608145,,17.504850333333,12.087680683333001,29.409133873833
33962,0.597842860461,39.949320822583,,17.798141,12.800846333333,29.553603399167
33961,0.568993793555,38.081854748116996,,17.0665395,11.921135166666998,29.115207024167
33960,0.550774423617,39.11296013405,,15.506717000000002,10.614880883332999,29.4322895465
33959,0.530751089539,35.431689612367,,16.664003166666998,11.726425833333002,29.230825163667003
33958,0.5121628443085,30.69194967025,,11.64308435,7.1913416333333,28.753705218
33997,0.59472524110353,17.434270783448998,,16.903471176471,12.662161764706,30.074712684706
33996,0.5940261918085,23.8512059819,,18.2952545,12.636284833333,31.271941431167
33995,0.5547900999025,24.917116902150003,,17.499019166666997,12.256082833333002,30.912806144333
33994,0.5223799841755,22.630668818908,,14.523373499999998,9.3879321166667,30.3325300115
33993,0.505196095789,37.784026739067,,11.431205066667,6.3580996,29.867949245166997
33992,0.4975093614095,29.413759773566998,,11.8589345,6.7527021166667,29.632791698667003
33991,0.5082377836525,27.737314936649998,,11.787024633333,7.0921951666667,29.678210051332996
33990,0.5152012995745,27.348889751883,,12.42128285,7.41863035,29.853672458333
33989,0.51417229875,28.235733784317002,,12.528065183333002,6.9906799166667,29.728437338167
33988,0.536696937172,32.219877907617004,,11.890018766667,6.6067024333333,30.171383448667
33987,0.537907140133,34.649527119533,,13.228521166666999,7.688419533333301,30.065898911833
33986,0.5521286334575,40.568623791667,,16.118910333333,10.0235199,29.992442719833
33985,0.6081198625975,57.34130368835,,21.922114666667,13.026279,29.458105556167002
33984,0.8837044725354999,86.20722834973299,,32.031110833333,18.819803,30.198382718
33983,0.9236783266755002,75.45646636953299,,31.500207,20.900092833333,30.4680127995
33982,0.8947079160194998,71.17475726093302,,36.225972166667,26.1413655,30.194787022424002
34021,0.4873569433865,16.748767881522998,,23.678486,20.351296833333002,29.668335647333002
34020,0.5775541912855,17.865954150036995,,22.336555833333,19.561899333333002,29.373295663667
34019,0.582598843156,14.814613553977999,,24.396198333333,21.708179833333002,30.252679068832997
34018,0.598451206188,18.415912900037,,21.9438195,19.714876166667,30.072852004833003
34017,0.6453432596985,25.007447993477,,22.9587295,20.653602,30.347215568832997
34016,0.5736501531915,18.286791735574997,,22.018134333333002,19.586926,30.237108507833
34015,0.5761352770745,30.302195657617002,,22.443519,19.993241833333002,33.905502853833
34014,0.572140635,24.7810877138,,21.878703833333002,19.3799275,33.185344656999995
34013,0.55054630125,20.717238244212,,21.366859833333002,19.175810166667,31.748396514499998
34012,0.6159521920035,26.006938402884998,,21.330122833333,18.806874166666997,30.878336272333
34011,0.5696911085195,27.064081577866997,,18.6149395,15.558201166666999,30.521087277167002
34010,0.595294641711,24.126185994533,,22.556432833333,20.018140833333,30.926121588167
34009,0.619348215266,34.422634862367,,15.697012333333001,12.898713166667,29.920728573667002
34008,0.601465369406,30.152351186649998,,18.928371,16.616044,30.297505791667
34007,0.644327216445,26.4716130888,,25.4339555,23.397131666667,29.702694560999998
34006,0.672720046383,29.451750955898,,23.712997833333002,21.702100166666998,29.473306847832998
34045,0.526963549211,17.145090833333,,22.639465833333002,19.616432833333,28.634832004833
34044,0.55192138804,16.16427070181,,22.6787875,19.229383833333,28.423048940833002
34043,0.557047091711,18.794772979052,,22.959633,19.180226166666998,28.3498173285
34042,0.550479952429,22.65272152715,,23.734462666667,19.586222,28.897025658832998
34041,0.5648033861525,29.398084514517002,,22.510076833333002,17.8193105,29.9167345175
34040,0.604960084938,30.328764244533,,23.018313166667,18.579776333333,30.797557274166998
34039,0.4761609613475,17.941407725377,,20.650711833333002,16.232386,30.7321291395
34038,0.513253328555,23.499179649623,,23.165319666667,19.364437833333,29.848642939
34037,0.551675609672,25.790408356900002,,22.326335166667,19.286221333333,29.496200658832997
34036,0.622305756578,52.585088894982995,,25.455901166666997,22.242894666667,30.725658049499998
34035,0.581459838883,36.980872719267,,25.8298195,21.987698333333,32.806607027167004
34034,0.556513171445,28.860880025267,,25.603868333333,21.003207666667,36.911323715
34033,0.521257158422,26.4447808405,,25.999672333333002,21.595911666667,32.014735128000005
34032,0.5678321222695,31.587559566933,,27.486081666666998,22.510378833333,30.632006109333002
34031,0.5673985231915,26.195837947399998,,28.639520166666998,24.5077805,29.633975846
34030,0.5212328877305,24.421358260749997,,29.626712,25.755786833333,30.379282083333003
34069,0.5874412683865,23.046194472437,,34.850552666667,30.404163166666997,29.436505519333
34068,0.6257049988475,41.312263029033,,38.756633166667,30.564372666666998,39.318898963167
34067,0.6368944962765,39.4548900526,,42.903875166667,34.816225833333,39.787143573667
34066,0.633087546773,32.924727996417,,53.8635185,42.379286666667,36.427879588167
34065,0.607797897828,30.014464891217,,40.905981,33.197746333333,34.901349901
34064,0.5795248060195,28.627613028850003,,33.557143333333,26.623465333333,42.420998370167
34063,0.5211665466755,25.481952913083,,28.406535166667,18.21352915,39.820430629833005
34062,0.5383844210195,36.511947282617,,20.956807333333,15.208914966666999,30.031169397333002
34061,0.5814501216755,45.993554630466996,,31.156171,24.0734925,29.895541475833
34060,0.61104344125,42.699913208333,,25.191712333333,20.449163666666998,29.580196117167002
34059,0.558791207172,40.29072309955,,15.737116666667,12.342940333333,30.230411950500002
34058,0.557660279539,41.659772876883004,,16.801088166667,13.241277866667,30.518016394333
34057,0.4888842593085,35.5196300888,,8.888759283333298,5.1728188553333,29.812138091167
